family,route,page_title,section_index,section_id,section_title,selected_option,asset_folder,asset_filename,asset_public_path,scene,alt,description
services,/services/residencies/mercosul/,MERCOSUL Residency,6,section-6-common-documentation-and-timing-issues,Common Documentation And Timing Issues,a,assets/images/sections/services/residencies/mercosul/section-06-common-documentation-and-timing-issues,mercosul-residency-section-06-common-documentation-and-timing-issues-clear-waters-lagoa-azul-brazil-bg-primary.webp,/assets/images/sections/services/residencies/mercosul/section-06-common-documentation-and-timing-issues/mercosul-residency-section-06-common-documentation-and-timing-issues-clear-waters-lagoa-azul-brazil-bg-primary.webp,the clear waters of Lagoa Azul in Nobres,the clear waters of Lagoa Azul in Nobres.,Background image of the clear waters of Lagoa Azul in Nobres for Brazil immigration and relocation planning.
services,/services/residencies/mercosul/,MERCOSUL Residency,7,section-7-how-we-structure-the-process,How We Structure The Process,a,assets/images/sections/services/residencies/mercosul/section-07-how-we-structure-the-process,mercosul-residency-section-07-how-we-structure-the-process-shoreline-estacao-docas-belem-brazil-bg-primary.webp,/assets/images/sections/services/residencies/mercosul/section-07-how-we-structure-the-process/mercosul-residency-section-07-how-we-structure-the-process-shoreline-estacao-docas-belem-brazil-bg-primary.webp,the shoreline of Estacao das Docas in Belem in warm evening light,the shoreline of Estacao das Docas in Belem in warm evening light.,Background image of the shoreline of Estacao das Docas in Belem in warm evening light for Brazil immigration and relocation planning.
services,/services/residencies/mercosul/,MERCOSUL Residency,8,section-8-cross-border-family-and-language-considerations,"Cross-Border, Family, And Language Considerations",a,assets/images/sections/services/residencies/mercosul/section-08-cross-border-family-and-language-considerations,mercosul-residency-section-08-cross-border-family-and-language-considerations-niteroi-contemporary-museum-over-brazil-bg-primary.webp,/assets/images/sections/services/residencies/mercosul/section-08-cross-border-family-and-language-considerations/mercosul-residency-section-08-cross-border-family-and-language-considerations-niteroi-contemporary-museum-over-brazil-bg-primary.webp,the Niteroi Contemporary Art Museum over Guanabara Bay,the Niteroi Contemporary Art Museum over Guanabara Bay.,Background image of the Niteroi Contemporary Art Museum over Guanabara Bay for Brazil immigration and relocation planning.
services,/services/residencies/mercosul/,MERCOSUL Residency,9,section-9-legal-support-and-long-term-planning,Legal Support And Long-Term Planning,a,assets/images/sections/services/residencies/mercosul/section-09-legal-support-and-long-term-planning,mercosul-residency-section-09-legal-support-and-long-term-planning-sanctuary-sculptures-congonhas-minas-brazil-bg-primary.webp,/assets/images/sections/services/residencies/mercosul/section-09-legal-support-and-long-term-planning/mercosul-residency-section-09-legal-support-and-long-term-planning-sanctuary-sculptures-congonhas-minas-brazil-bg-primary.webp,the sanctuary and sculptures of Congonhas,the sanctuary and sculptures of Congonhas.,Background image of the sanctuary and sculptures of Congonhas for Brazil immigration and relocation planning.
services,/services/residencies/mercosul/,MERCOSUL Residency,10,section-10-what-changes-after-guidance,What Changes After Guidance,a,assets/images/sections/services/residencies/mercosul/section-10-what-changes-after-guidance,mercosul-residency-section-10-what-changes-after-guidance-forests-waters-amazon-northern-brazil-bg-primary.webp,/assets/images/sections/services/residencies/mercosul/section-10-what-changes-after-guidance/mercosul-residency-section-10-what-changes-after-guidance-forests-waters-amazon-northern-brazil-bg-primary.webp,the forests and waters of Amazon river basin,the forests and waters of Amazon river basin.,Background image of the forests and waters of Amazon river basin for Brazil immigration and relocation planning.
services,/services/residencies/nomad/,Nomad Residency,1,section-1-overview,Overview,a,assets/images/sections/services/residencies/nomad/section-01-overview,nomad-residency-section-01-overview-copacabana-waterfront-promenade-janeiro-brazil-bg-primary.webp,/assets/images/sections/services/residencies/nomad/section-01-overview/nomad-residency-section-01-overview-copacabana-waterfront-promenade-janeiro-brazil-bg-primary.webp,Copacabana beach and the Rio waterfront,Copacabana beach and the Rio waterfront.,Background image of Copacabana beach and the Rio waterfront for Brazil immigration and relocation planning.
services,/services/residencies/nomad/,Nomad Residency,2,section-2-who-this-residence-route-is-usually-for,Who This Residence Route Is Usually For,a,assets/images/sections/services/residencies/nomad/section-02-who-this-residence-route-is-usually-for,nomad-residency-section-02-who-this-residence-route-is-usually-for-florianopolis-coastline-brava-atlantic-brazil-bg-primary.webp,/assets/images/sections/services/residencies/nomad/section-02-who-this-residence-route-is-usually-for/nomad-residency-section-02-who-this-residence-route-is-usually-for-florianopolis-coastline-brava-atlantic-brazil-bg-primary.webp,Florianopolis,Florianopolis.,Background image of Florianopolis for Brazil immigration and relocation planning.
services,/services/residencies/nomad/,Nomad Residency,3,section-3-why-people-choose-this-route,Why People Choose This Route,a,assets/images/sections/services/residencies/nomad/section-03-why-people-choose-this-route,nomad-residency-section-03-why-people-choose-this-route-meeting-waters-near-santarem-brazil-bg-primary.webp,/assets/images/sections/services/residencies/nomad/section-03-why-people-choose-this-route/nomad-residency-section-03-why-people-choose-this-route-meeting-waters-near-santarem-brazil-bg-primary.webp,the meeting of waters near Santarem,the meeting of waters near Santarem.,Background image of the meeting of waters near Santarem for Brazil immigration and relocation planning.
services,/services/residencies/nomad/,Nomad Residency,4,section-4-when-it-usually-makes-sense,When It Usually Makes Sense,a,assets/images/sections/services/residencies/nomad/section-04-when-it-usually-makes-sense,nomad-residency-section-04-when-it-usually-makes-sense-shoreline-buzios-peninsula-warm-brazil-bg-primary.webp,/assets/images/sections/services/residencies/nomad/section-04-when-it-usually-makes-sense/nomad-residency-section-04-when-it-usually-makes-sense-shoreline-buzios-peninsula-warm-brazil-bg-primary.webp,the shoreline of Buzios peninsula in warm evening light,the shoreline of Buzios peninsula in warm evening light.,Background image of the shoreline of Buzios peninsula in warm evening light for Brazil immigration and relocation planning.
services,/services/residencies/nomad/,Nomad Residency,5,section-5-when-another-route-may-fit-better,When Another Route May Fit Better,a,assets/images/sections/services/residencies/nomad/section-05-when-another-route-may-fit-better,nomad-residency-section-05-when-another-route-may-fit-better-sunrise-chapada-guimaraes-mato-brazil-bg-primary.webp,/assets/images/sections/services/residencies/nomad/section-05-when-another-route-may-fit-better/nomad-residency-section-05-when-another-route-may-fit-better-sunrise-chapada-guimaraes-mato-brazil-bg-primary.webp,the sunrise landscape of Chapada dos Guimaraes,the sunrise landscape of Chapada dos Guimaraes.,Background image of the sunrise landscape of Chapada dos Guimaraes for Brazil immigration and relocation planning.
services,/services/residencies/nomad/,Nomad Residency,6,section-6-common-documentation-and-timing-issues,Common Documentation And Timing Issues,a,assets/images/sections/services/residencies/nomad/section-06-common-documentation-and-timing-issues,nomad-residency-section-06-common-documentation-and-timing-issues-fortaleza-canyon-cambara-southern-brazil-bg-primary.webp,/assets/images/sections/services/residencies/nomad/section-06-common-documentation-and-timing-issues/nomad-residency-section-06-common-documentation-and-timing-issues-fortaleza-canyon-cambara-southern-brazil-bg-primary.webp,the Fortaleza Canyon in Cambara do Sul,the Fortaleza Canyon in Cambara do Sul.,Background image of the Fortaleza Canyon in Cambara do Sul for Brazil immigration and relocation planning.
services,/services/residencies/nomad/,Nomad Residency,7,section-7-how-we-structure-the-process,How We Structure The Process,a,assets/images/sections/services/residencies/nomad/section-07-how-we-structure-the-process,nomad-residency-section-07-how-we-structure-the-process-canyons-aparados-serra-southern-brazil-bg-primary.webp,/assets/images/sections/services/residencies/nomad/section-07-how-we-structure-the-process/nomad-residency-section-07-how-we-structure-the-process-canyons-aparados-serra-southern-brazil-bg-primary.webp,the canyons of Aparados da Serra,the canyons of Aparados da Serra.,Background image of the canyons of Aparados da Serra for Brazil immigration and relocation planning.
services,/services/residencies/nomad/,Nomad Residency,8,section-8-cross-border-family-and-language-considerations,"Cross-Border, Family, And Language Considerations",a,assets/images/sections/services/residencies/nomad/section-08-cross-border-family-and-language-considerations,nomad-residency-section-08-cross-border-family-and-language-considerations-natural-inhotim-brumadinho-minas-brazil-bg-primary.webp,/assets/images/sections/services/residencies/nomad/section-08-cross-border-family-and-language-considerations/nomad-residency-section-08-cross-border-family-and-language-considerations-natural-inhotim-brumadinho-minas-brazil-bg-primary.webp,the wide natural landscape of Inhotim in Brumadinho,the wide natural landscape of Inhotim in Brumadinho.,Background image of the wide natural landscape of Inhotim in Brumadinho for Brazil immigration and relocation planning.
services,/services/residencies/nomad/,Nomad Residency,9,section-9-legal-support-and-long-term-planning,Legal Support And Long-Term Planning,a,assets/images/sections/services/residencies/nomad/section-09-legal-support-and-long-term-planning,nomad-residency-section-09-legal-support-and-long-term-planning-civic-avenues-goiania-goias-brazil-bg-primary.webp,/assets/images/sections/services/residencies/nomad/section-09-legal-support-and-long-term-planning/nomad-residency-section-09-legal-support-and-long-term-planning-civic-avenues-goiania-goias-brazil-bg-primary.webp,the civic center and avenues of Goiania,the civic center and avenues of Goiania.,Background image of the civic center and avenues of Goiania for Brazil immigration and relocation planning.
